Refactoring_id,Commit,Type
711,3fbb50bcb842ad5635fa64bc6d2cff9226d59dd8,"Rename Attribute"
712,3fbb50bcb842ad5635fa64bc6d2cff9226d59dd8,"Rename Method"
713,3fbb50bcb842ad5635fa64bc6d2cff9226d59dd8,"Rename Variable"
714,400537471dd25554305e2de237f195828a3e05f1,"Change Parameter Type"
715,400537471dd25554305e2de237f195828a3e05f1,"Rename Parameter"
716,40a294204050c268cc2d4ee434051f0df65031cc,"Rename Method"
717,40a294204050c268cc2d4ee434051f0df65031cc,"Rename Variable"
718,40a5f2e4bc0f983d94fb8a0eb2bc5c59cc40b97d,"Rename Variable"
719,40cc0fb1d3a495eab2d93e68ffd730b705214792,"Change Attribute Type"
720,40cc0fb1d3a495eab2d93e68ffd730b705214792,"Move Class"
721,40cc0fb1d3a495eab2d93e68ffd730b705214792,"Rename Attribute"
722,40ff84bda3c019d4858173f5f77dc8c9d584df99,"Change Variable Type"
723,40ff84bda3c019d4858173f5f77dc8c9d584df99,"Rename Variable"
724,411330641153463889c4f8ce295140ee140380bb,"Change Return Type"
725,411330641153463889c4f8ce295140ee140380bb,"Change Variable Type"
726,411330641153463889c4f8ce295140ee140380bb,"Rename Attribute"
727,411330641153463889c4f8ce295140ee140380bb,"Rename Class"
728,411330641153463889c4f8ce295140ee140380bb,"Rename Method"
729,411330641153463889c4f8ce295140ee140380bb,"Rename Parameter"
730,411330641153463889c4f8ce295140ee140380bb,"Rename Variable"
731,41197e4a0e5a1015fdad90e588aaccd0fa053bcf,"Change Variable Type"
732,41197e4a0e5a1015fdad90e588aaccd0fa053bcf,"Rename Parameter"
733,41197e4a0e5a1015fdad90e588aaccd0fa053bcf,"Rename Variable"
734,41d16a286ec8390ccddd75e0347b645450ffe1e8,"Rename Variable"
735,41e95972914506ac853fb572a4b307af6ea377c4,"Rename Attribute"
736,4217d2d33d1d0a485324533c9e65bfea3f5ef218,"Change Variable Type"
737,4217d2d33d1d0a485324533c9e65bfea3f5ef218,"Rename Variable"
738,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Change Attribute Type"
739,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Change Parameter Type"
740,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Change Return Type"
741,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Change Variable Type"
742,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Move Class"
743,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Rename Method"
744,42cd03f2cc4ecab91fc6dd6cb1dbca865360fc58,"Rename Variable"
745,42fc221d9341007b40d4b58732d9c63db2cd4c4f,"Change Parameter Type"
746,42fc221d9341007b40d4b58732d9c63db2cd4c4f,"Change Variable Type"
747,42fc221d9341007b40d4b58732d9c63db2cd4c4f,"Rename Attribute"
748,42fc221d9341007b40d4b58732d9c63db2cd4c4f,"Rename Class"
749,42fc221d9341007b40d4b58732d9c63db2cd4c4f,"Rename Variable"
750,43522bf2e954d2427a1700ee1a73eec9c94014cd,"Change Attribute Type"
751,43522bf2e954d2427a1700ee1a73eec9c94014cd,"Change Parameter Type"
752,43522bf2e954d2427a1700ee1a73eec9c94014cd,"Change Return Type"
753,43522bf2e954d2427a1700ee1a73eec9c94014cd,"Move Class"
754,43522bf2e954d2427a1700ee1a73eec9c94014cd,"Rename Method"
755,4393258ba86e8c7cba2c0b5ff4d6b5825b816a0b,"Rename Parameter"
756,43e7daa28b1db13dad0dac3a17185fa6becd6cdf,"Rename Variable"
757,443d3fcf0f735408192ab4cd6e35041587894361,"Change Return Type"
758,444a413bd9a5510ff8db12ba46de42b51c945601,"Change Attribute Type"
759,44d834b663b87ab55e77e3aad4f05593d2260aef,"Change Return Type"
760,451d8fe72b02374578914517e3e226856180e6fe,"Change Attribute Type"
761,451d8fe72b02374578914517e3e226856180e6fe,"Change Parameter Type"
762,451d8fe72b02374578914517e3e226856180e6fe,"Change Return Type"
763,451d8fe72b02374578914517e3e226856180e6fe,"Change Variable Type"
764,451d8fe72b02374578914517e3e226856180e6fe,"Rename Attribute"
765,451d8fe72b02374578914517e3e226856180e6fe,"Rename Method"
766,451d8fe72b02374578914517e3e226856180e6fe,"Rename Variable"
767,452e38a0d7eef7c94e064f6a27a6895f64e2508d,"Change Return Type"
768,452e38a0d7eef7c94e064f6a27a6895f64e2508d,"Move Class"
769,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Change Attribute Type"
770,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Change Parameter Type"
771,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Change Return Type"
772,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Change Variable Type"
773,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Rename Class"
774,459f859af42ebb0cf868a55ffab2c418f5bd51d2,"Rename Parameter"
775,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Change Attribute Type"
776,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Change Parameter Type"
777,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Change Return Type"
778,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Change Variable Type"
779,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Rename Attribute"
780,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Rename Class"
781,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Rename Method"
782,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Rename Parameter"
783,45bdc0ee5bcdbb027b32f90c5c53a84e3eb06e87,"Rename Variable"
784,462e82715535a06955774bbbef773af5f607ec40,"Change Return Type"
785,462e82715535a06955774bbbef773af5f607ec40,"Change Variable Type"
786,462e82715535a06955774bbbef773af5f607ec40,"Rename Class"
787,462e82715535a06955774bbbef773af5f607ec40,"Rename Method"
788,462e82715535a06955774bbbef773af5f607ec40,"Rename Parameter"
789,462e82715535a06955774bbbef773af5f607ec40,"Rename Variable"
790,463be94d392aca3c9b3786f1432ddb8820056d72,"Change Attribute Type"
791,463be94d392aca3c9b3786f1432ddb8820056d72,"Rename Attribute"
792,46816d670a53bb5685cfd0ee419efcbd4187b508,"Change Return Type"
793,46816d670a53bb5685cfd0ee419efcbd4187b508,"Change Variable Type"
794,46816d670a53bb5685cfd0ee419efcbd4187b508,"Move Class"
795,46816d670a53bb5685cfd0ee419efcbd4187b508,"Rename Method"
796,46816d670a53bb5685cfd0ee419efcbd4187b508,"Rename Parameter"
797,46816d670a53bb5685cfd0ee419efcbd4187b508,"Rename Variable"
798,469d4dc09de144946859cf900d5fec830234850f,"Change Variable Type"
799,469d4dc09de144946859cf900d5fec830234850f,"Rename Method"
800,469d4dc09de144946859cf900d5fec830234850f,"Rename Variable"
801,46a4b0cec0a9fbf1c81bd4161c437f4f9c10b6f1,"Change Attribute Type"
802,46a4b0cec0a9fbf1c81bd4161c437f4f9c10b6f1,"Rename Attribute"
803,46ac6d7dad7701ceb5bcf7763ed0c935c10fdf92,"Rename Class"
804,46c4b5ef047f42363944d1416d20f5d156ebb738,"Change Return Type"
805,46c4b5ef047f42363944d1416d20f5d156ebb738,"Rename Method"
806,46de7c20e7deda13df24c76276bfa4ea79a368f2,"Change Attribute Type"
807,46de7c20e7deda13df24c76276bfa4ea79a368f2,"Change Parameter Type"
808,46de7c20e7deda13df24c76276bfa4ea79a368f2,"Change Return Type"
809,46de7c20e7deda13df24c76276bfa4ea79a368f2,"Change Variable Type"
810,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Change Attribute Type"
811,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Change Parameter Type"
812,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Change Return Type"
813,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Change Variable Type"
814,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Rename Attribute"
815,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Rename Parameter"
816,471b3a32fb3567eb963c4fa4ffd9957440b64c7c,"Rename Variable"
817,471c31e16d6a432849a54dcdf215fbac53a087ab,"Change Parameter Type"
818,471c31e16d6a432849a54dcdf215fbac53a087ab,"Rename Method"
819,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Change Parameter Type"
820,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Change Return Type"
821,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Change Variable Type"
822,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Rename Class"
823,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Rename Parameter"
824,471d4b4bb414b7d810e5abd4a0bd6e308f61467f,"Rename Variable"
825,47cddb402d6e31de2da11d7cb5ba830ae90a616d,"Rename Method"
826,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Change Attribute Type"
827,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Change Parameter Type"
828,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Change Return Type"
829,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Change Variable Type"
830,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Rename Attribute"
831,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Rename Class"
832,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Rename Method"
833,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Rename Parameter"
834,480feab7fb9c5f71f5a245a6b1116ee712df28ef,"Rename Variable"
835,4890e9ef27ec5abdc71cab8c5d13c5ebefbbfda1,"Change Parameter Type"
836,48c12a97b033b15594b524e12fe91bcaa394bb36,"Change Attribute Type"
837,48c12a97b033b15594b524e12fe91bcaa394bb36,"Rename Attribute"
838,490333c653cac8872f9d51842db7e121662318b2,"Change Return Type"
839,490333c653cac8872f9d51842db7e121662318b2,"Rename Method"
840,4927110084be83597ecb04b45e0655a8de72bffa,"Change Attribute Type"
841,4929630e828b8b2c8ea1a350c59c7e8d4864efc9,"Change Attribute Type"
842,4929630e828b8b2c8ea1a350c59c7e8d4864efc9,"Change Parameter Type"
843,4929630e828b8b2c8ea1a350c59c7e8d4864efc9,"Change Return Type"
844,4929630e828b8b2c8ea1a350c59c7e8d4864efc9,"Rename Method"
845,4929630e828b8b2c8ea1a350c59c7e8d4864efc9,"Rename Parameter"
846,4951dfe7b16b9cc63b2dbe99faca47bf7475f7a2,"Change Parameter Type"
847,4951dfe7b16b9cc63b2dbe99faca47bf7475f7a2,"Rename Class"
848,4951dfe7b16b9cc63b2dbe99faca47bf7475f7a2,"Rename Method"
849,4962f059c5487648860379d796b857d35b28a958,"Move Class"
850,4962f059c5487648860379d796b857d35b28a958,"Rename Variable"
851,497b9a63f296bfecb14249b9cd390c0e3b3bfc80,"Change Variable Type"
852,497b9a63f296bfecb14249b9cd390c0e3b3bfc80,"Rename Parameter"
853,497b9a63f296bfecb14249b9cd390c0e3b3bfc80,"Rename Variable"
854,499688c415fe3c8277ce629bc51aecb3d5943b8e,"Move Class"
855,499688c415fe3c8277ce629bc51aecb3d5943b8e,"Rename Method"
856,499688c415fe3c8277ce629bc51aecb3d5943b8e,"Rename Variable"
857,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Change Attribute Type"
858,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Change Parameter Type"
859,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Change Return Type"
860,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Change Variable Type"
861,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Rename Method"
862,49aa8f88a421e4f50caa1a0638ef9ae964155009,"Rename Parameter"
863,49bffcaf9fb20f28206720d9462a0ef5d5ad259a,"Move Class"
864,49d0fb39446408686654104fcf34901fb830796a,"Change Variable Type"
865,49d0fb39446408686654104fcf34901fb830796a,"Rename Parameter"
866,49d0fb39446408686654104fcf34901fb830796a,"Rename Variable"
867,4a3bbd79ed60beb585c1363e500e17b6d954b991,"Change Variable Type"
868,4a3bbd79ed60beb585c1363e500e17b6d954b991,"Rename Attribute"
869,4a3bbd79ed60beb585c1363e500e17b6d954b991,"Rename Parameter"
870,4a6172c03796ffa24d50e176ac449c28e834807d,"Change Parameter Type"
871,4a6172c03796ffa24d50e176ac449c28e834807d,"Change Return Type"
872,4a6172c03796ffa24d50e176ac449c28e834807d,"Rename Method"
873,4a6172c03796ffa24d50e176ac449c28e834807d,"Rename Variable"
874,4aba1964389d102a512471e3b47fabc50d6a16c4,"Change Attribute Type"
875,4aba1964389d102a512471e3b47fabc50d6a16c4,"Change Parameter Type"
876,4aba1964389d102a512471e3b47fabc50d6a16c4,"Change Return Type"
877,4adb61d12fdb7d43633acb39e1b11c5e43b36dfb,"Change Parameter Type"
878,4addd6d4bb74a333c97b8104151fefec5afdaeb4,"Change Attribute Type"
879,4addd6d4bb74a333c97b8104151fefec5afdaeb4,"Change Parameter Type"
880,4addd6d4bb74a333c97b8104151fefec5afdaeb4,"Change Return Type"
881,4addd6d4bb74a333c97b8104151fefec5afdaeb4,"Move Class"
882,4ae0ec95eda25a56e0587f09e5469a0b4bc5befe,"Change Variable Type"
883,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Change Attribute Type"
884,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Change Parameter Type"
885,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Change Return Type"
886,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Change Variable Type"
887,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Rename Attribute"
888,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Rename Method"
889,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Rename Parameter"
890,4ae161a3fa5d471e898371cc1f6ff1f4f7ce2555,"Rename Variable"
891,4afcf11921d1b29714b45a4817e59cba8d9559be,"Move Class"
892,4b8cb90b3ff257e0c19d65f972b1bcbec6d42de1,"Change Variable Type"
893,4b8cb90b3ff257e0c19d65f972b1bcbec6d42de1,"Rename Variable"
894,4bad921af4ca15e5fb7a759a1f85e00cafea41ed,"Change Return Type"
895,4bb37593714fa2c0eb7bd305b3b828837b8870b8,"Change Variable Type"
896,4bb37593714fa2c0eb7bd305b3b828837b8870b8,"Rename Method"
897,4bb37593714fa2c0eb7bd305b3b828837b8870b8,"Rename Parameter"
898,4bb37593714fa2c0eb7bd305b3b828837b8870b8,"Rename Variable"
899,4d445543c46e20bdd45682fa146d2a689d01f6ea,"Change Variable Type"
900,4d445543c46e20bdd45682fa146d2a689d01f6ea,"Rename Attribute"
901,4da81eb36d9a60eec673d50f98639274151ae963,"Change Attribute Type"
902,4da81eb36d9a60eec673d50f98639274151ae963,"Change Parameter Type"
903,4da81eb36d9a60eec673d50f98639274151ae963,"Change Return Type"
904,4da81eb36d9a60eec673d50f98639274151ae963,"Change Variable Type"
905,4da81eb36d9a60eec673d50f98639274151ae963,"Move Class"
906,4da81eb36d9a60eec673d50f98639274151ae963,"Rename Attribute"
907,4da81eb36d9a60eec673d50f98639274151ae963,"Rename Method"
908,4da81eb36d9a60eec673d50f98639274151ae963,"Rename Parameter"
909,4da81eb36d9a60eec673d50f98639274151ae963,"Rename Variable"
910,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Change Parameter Type"
911,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Change Return Type"
912,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Change Variable Type"
913,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Move Class"
914,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Rename Method"
915,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Rename Parameter"
916,4e100a5d18d19b1bb26a9dff6d93094684777dd8,"Rename Variable"
917,4e45de9075eeb015245ff09f8f8c58cf0f98bbf3,"Change Attribute Type"
918,4e45de9075eeb015245ff09f8f8c58cf0f98bbf3,"Rename Attribute"
919,4e45de9075eeb015245ff09f8f8c58cf0f98bbf3,"Rename Parameter"
920,4ee4f5983ec28f4c4cab38c1ce56c1adead277f0,"Change Parameter Type"
921,4eec4cdd51f6b683b767c592052dff29e714d469,"Rename Method"
922,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Change Parameter Type"
923,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Change Return Type"
924,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Change Variable Type"
925,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Move Class"
926,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Rename Method"
927,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Rename Parameter"
928,4f82922d3e29540a2e8a23b1f967335cc8e0a6f8,"Rename Variable"
929,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Change Attribute Type"
930,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Change Parameter Type"
931,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Change Return Type"
932,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Change Variable Type"
933,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Move Class"
934,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Rename Class"
935,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Rename Method"
936,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Rename Parameter"
937,4fa15d287da9b5525aa42dfbedfb015e75b68ca2,"Rename Variable"
938,4fd352349eb4b1ed62abe48066794932d26de9f9,"Rename Attribute"
939,4fd352349eb4b1ed62abe48066794932d26de9f9,"Rename Parameter"
940,4fd352349eb4b1ed62abe48066794932d26de9f9,"Rename Variable"
941,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Change Attribute Type"
942,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Change Parameter Type"
943,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Change Return Type"
944,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Change Variable Type"
945,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Rename Attribute"
946,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Rename Method"
947,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Rename Parameter"
948,4ff31a332c10f9a915ba6e73cdae1957c6ca9e2d,"Rename Variable"
949,503fda9500764f336233eba3d31386c2855e1ebc,"Change Parameter Type"
950,503fda9500764f336233eba3d31386c2855e1ebc,"Change Return Type"
951,503fda9500764f336233eba3d31386c2855e1ebc,"Rename Class"
952,503fda9500764f336233eba3d31386c2855e1ebc,"Rename Method"
953,503fda9500764f336233eba3d31386c2855e1ebc,"Rename Parameter"
954,503fda9500764f336233eba3d31386c2855e1ebc,"Rename Variable"
955,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Change Attribute Type"
956,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Change Parameter Type"
957,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Change Return Type"
958,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Change Variable Type"
959,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Move Class"
960,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Rename Class"
961,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Rename Method"
962,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Rename Parameter"
963,505dd283e6fa2e96cf4806e24869472b4ec0ec99,"Rename Variable"
964,50890e54ed4177bfd24e8e8926254e1092cd7d22,"Rename Class"
965,50f5813b28da4d7bea691039dfbe24819906eba6,"Rename Method"
966,510c4261e31aedf53b839b29034d0aecbecce71a,"Change Attribute Type"
967,510c4261e31aedf53b839b29034d0aecbecce71a,"Change Parameter Type"
968,510c4261e31aedf53b839b29034d0aecbecce71a,"Change Return Type"
969,510c4261e31aedf53b839b29034d0aecbecce71a,"Change Variable Type"
970,510c4261e31aedf53b839b29034d0aecbecce71a,"Rename Class"
971,510c4261e31aedf53b839b29034d0aecbecce71a,"Rename Method"
972,510c4261e31aedf53b839b29034d0aecbecce71a,"Rename Parameter"
973,51764e5e642404f09d9e9fb8c7d7047412073a0a,"Rename Attribute"
974,517ca8de6ae425e4189eccd1cad2a9f0efa84945,"Change Return Type"
975,517ca8de6ae425e4189eccd1cad2a9f0efa84945,"Change Variable Type"
976,517ca8de6ae425e4189eccd1cad2a9f0efa84945,"Rename Class"
977,517ca8de6ae425e4189eccd1cad2a9f0efa84945,"Rename Method"
978,517ca8de6ae425e4189eccd1cad2a9f0efa84945,"Rename Parameter"
979,526dcaa4d601728c393bc15272371c2d6f638726,"Change Attribute Type"
980,526dcaa4d601728c393bc15272371c2d6f638726,"Change Parameter Type"
981,526dcaa4d601728c393bc15272371c2d6f638726,"Change Variable Type"
982,526dcaa4d601728c393bc15272371c2d6f638726,"Move Class"
983,526dcaa4d601728c393bc15272371c2d6f638726,"Rename Attribute"
984,526dcaa4d601728c393bc15272371c2d6f638726,"Rename Class"
985,526dcaa4d601728c393bc15272371c2d6f638726,"Rename Method"
986,526dcaa4d601728c393bc15272371c2d6f638726,"Rename Parameter"
987,5295676da4a71083e05179918d7937bef1bd89ab,"Change Attribute Type"
988,5295676da4a71083e05179918d7937bef1bd89ab,"Change Parameter Type"
989,5295676da4a71083e05179918d7937bef1bd89ab,"Change Return Type"
990,5295676da4a71083e05179918d7937bef1bd89ab,"Change Variable Type"
991,5295676da4a71083e05179918d7937bef1bd89ab,"Rename Attribute"
992,5295676da4a71083e05179918d7937bef1bd89ab,"Rename Class"
993,5295676da4a71083e05179918d7937bef1bd89ab,"Rename Method"
994,5295676da4a71083e05179918d7937bef1bd89ab,"Rename Parameter"
995,5295676da4a71083e05179918d7937bef1bd89ab,"Rename Variable"
996,52b9da630a4c451afc519e7ed8650c8ee22e1f49,"Change Parameter Type"
997,52b9da630a4c451afc519e7ed8650c8ee22e1f49,"Change Return Type"
998,52b9da630a4c451afc519e7ed8650c8ee22e1f49,"Rename Parameter"
999,53009a2112936f54ab20ae510ca436276fca121b,"Rename Method"
1000,53009a2112936f54ab20ae510ca436276fca121b,"Rename Variable"
