@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
107,57,4,3300,1963,0.627019,0.934426,0.016979,0.934426,0.983021,0.033353,0.630541,1.481944,0.000097
108,57,4,3299,1964,0.626829,0.934426,0.016985,0.934426,0.983015,0.033363,0.630353,1.482385,0.000098
109,57,4,3298,1965,0.626639,0.934426,0.01699,0.934426,0.98301,0.033372,0.630165,1.482827,0.000098
110,57,4,3297,1966,0.626449,0.934426,0.016995,0.934426,0.983005,0.033382,0.629977,1.483269,0.000099
111,57,4,3295,1968,0.626069,0.934426,0.017005,0.934426,0.982995,0.033402,0.629602,1.484154,0.000099
112,57,4,3292,1971,0.625499,0.934426,0.01702,0.934426,0.98298,0.033431,0.629038,1.485484,0.0001
113,57,4,3291,1972,0.625309,0.934426,0.017025,0.934426,0.982975,0.033441,0.62885,1.485927,0.0001
114,57,4,3289,1974,0.624929,0.934426,0.017035,0.934426,0.982965,0.033461,0.628475,1.486816,0.0001
115,57,4,3288,1975,0.624739,0.934426,0.01704,0.934426,0.98296,0.03347,0.628287,1.48726,0.000101
116,57,4,3287,1976,0.624549,0.934426,0.017045,0.934426,0.982955,0.03348,0.628099,1.487705,0.000101
117,57,4,3286,1977,0.624359,0.934426,0.017051,0.934426,0.982949,0.03349,0.627911,1.48815,0.000101
118,57,4,3285,1978,0.624169,0.934426,0.017056,0.934426,0.982944,0.0335,0.627724,1.488595,0.000102
119,57,4,3284,1979,0.623979,0.934426,0.017061,0.934426,0.982939,0.03351,0.627536,1.489041,0.000103
120,57,4,3283,1980,0.623789,0.934426,0.017066,0.934426,0.982934,0.03352,0.627348,1.489487,0.000104
121,57,4,3282,1981,0.623599,0.934426,0.017071,0.934426,0.982929,0.033529,0.62716,1.489933,0.000104
122,57,4,3281,1982,0.623409,0.934426,0.017076,0.934426,0.982924,0.033539,0.626972,1.490379,0.000104
123,57,4,3279,1984,0.623029,0.934426,0.017086,0.934426,0.982914,0.033559,0.626597,1.491273,0.000104
124,57,4,3277,1986,0.622649,0.934426,0.017097,0.934426,0.982903,0.033579,0.626221,1.492167,0.000105
125,57,4,3276,1987,0.622459,0.934426,0.017102,0.934426,0.982898,0.033589,0.626033,1.492615,0.000106
126,57,4,3273,1990,0.621889,0.934426,0.017117,0.934426,0.982883,0.033618,0.62547,1.49396,0.000106
127,57,4,3272,1991,0.621699,0.934426,0.017122,0.934426,0.982878,0.033628,0.625282,1.494408,0.000107
128,57,4,3271,1992,0.621509,0.934426,0.017127,0.934426,0.982873,0.033638,0.625094,1.494857,0.000107
