@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
34,378,10,3687,4340,0.459325,0.974227,0.092989,0.974227,0.907011,0.169773,0.483066,2.016757,0.00083
35,378,10,3659,4368,0.455837,0.974227,0.093634,0.974227,0.906366,0.170847,0.479739,2.030745,0.00083
36,378,10,3658,4369,0.455712,0.974227,0.093657,0.974227,0.906343,0.170886,0.47962,2.031248,0.000836
37,378,10,3657,4370,0.455587,0.974227,0.09368,0.974227,0.90632,0.170925,0.479501,2.031752,0.000836
38,378,10,3655,4372,0.455338,0.974227,0.093727,0.974227,0.906273,0.171002,0.479263,2.032759,0.000836
39,378,10,3654,4373,0.455214,0.974227,0.09375,0.974227,0.90625,0.171041,0.479144,2.033264,0.000836
40,378,10,3642,4385,0.453719,0.974227,0.09403,0.974227,0.90597,0.171506,0.477718,2.039333,0.000836
41,378,10,3641,4386,0.453594,0.974227,0.094053,0.974227,0.905947,0.171545,0.4776,2.03984,0.000836
42,378,10,3635,4392,0.452847,0.974227,0.094194,0.974227,0.905806,0.171779,0.476887,2.04289,0.000836
43,378,10,3631,4396,0.452348,0.974227,0.094288,0.974227,0.905712,0.171935,0.476411,2.044929,0.000836
44,378,10,3627,4400,0.45185,0.974227,0.094382,0.974227,0.905618,0.172092,0.475936,2.046971,0.000836
45,378,10,3625,4402,0.451601,0.974227,0.094429,0.974227,0.905571,0.17217,0.475698,2.047994,0.00951
46,377,11,3618,4409,0.450729,0.971649,0.094368,0.971649,0.905632,0.172028,0.474747,2.046666,0.009789
47,376,12,3608,4419,0.449483,0.969072,0.094378,0.969072,0.905622,0.172004,0.47344,2.046873,0.014131
48,376,12,3603,4424,0.44886,0.969072,0.094496,0.969072,0.905504,0.172201,0.472846,2.049445,0.014438
49,376,12,3597,4430,0.448113,0.969072,0.094639,0.969072,0.905361,0.172438,0.472133,2.05254,0.014513
50,376,12,3591,4436,0.447365,0.969072,0.094782,0.969072,0.905218,0.172675,0.47142,2.055645,0.01459
51,376,12,3584,4443,0.446493,0.969072,0.094949,0.969072,0.905051,0.172953,0.470588,2.059278,0.014692
52,376,12,3577,4450,0.445621,0.969072,0.095118,0.969072,0.904882,0.173232,0.469756,2.062925,0.014914
53,376,12,3569,4458,0.444624,0.969072,0.095311,0.969072,0.904689,0.173552,0.468806,2.067108,0.014975
54,376,12,3561,4466,0.443628,0.969072,0.095504,0.969072,0.904496,0.173873,0.467855,2.071309,0.015002
55,376,12,3552,4475,0.442507,0.969072,0.095723,0.969072,0.904277,0.174235,0.466786,2.076055,0.015126
56,376,12,3543,4484,0.441385,0.969072,0.095943,0.969072,0.904057,0.174599,0.465716,2.080822,0.01902
57,376,12,3535,4492,0.440389,0.969072,0.096139,0.969072,0.903861,0.174924,0.464765,2.085079,0.019021
58,376,12,3527,4500,0.439392,0.969072,0.096336,0.969072,0.903664,0.175251,0.463815,2.089352,0.019772
59,376,12,3515,4512,0.437897,0.969072,0.096633,0.969072,0.903367,0.175742,0.462389,2.095796,0.019773
60,376,12,3503,4524,0.436402,0.969072,0.096932,0.969072,0.903068,0.176236,0.460963,2.10228,0.019802
61,376,12,3491,4536,0.434907,0.969072,0.097233,0.969072,0.902767,0.176733,0.459537,2.108803,0.01997
62,376,12,3478,4549,0.433288,0.969072,0.097561,0.969072,0.902439,0.177275,0.457992,2.115917,0.020172
63,376,12,3464,4563,0.431544,0.969072,0.097917,0.969072,0.902083,0.177862,0.456328,2.123631,0.020377
