@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
98,1772,0,6539,104,0.984344,1,0.213211,1,0.786789,0.351483,0.987641,1.012514,0.000068
99,1772,0,6537,106,0.984043,1,0.213263,1,0.786737,0.351552,0.987403,1.012757,0.000076
100,1772,0,6536,107,0.983893,1,0.213288,1,0.786712,0.351587,0.987285,1.012879,0.000077
101,1772,0,6535,108,0.983742,1,0.213314,1,0.786686,0.351622,0.987166,1.013001,0.000079
102,1772,0,6534,109,0.983592,1,0.21334,1,0.78666,0.351657,0.987047,1.013123,0.000081
103,1772,0,6533,110,0.983441,1,0.213365,1,0.786635,0.351692,0.986928,1.013245,0.000083
104,1772,0,6532,111,0.983291,1,0.213391,1,0.786609,0.351727,0.986809,1.013367,0.000084
105,1772,0,6531,112,0.98314,1,0.213417,1,0.786583,0.351762,0.98669,1.013489,0.000086
106,1772,0,6530,113,0.98299,1,0.213443,1,0.786557,0.351797,0.986572,1.013611,0.000086
107,1772,0,6529,114,0.982839,1,0.213468,1,0.786532,0.351832,0.986453,1.013733,0.000088
108,1772,0,6528,115,0.982689,1,0.213494,1,0.786506,0.351867,0.986334,1.013855,0.000089
109,1772,0,6527,116,0.982538,1,0.21352,1,0.78648,0.351901,0.986215,1.013978,0.000091
110,1772,0,6526,117,0.982387,1,0.213545,1,0.786455,0.351936,0.986096,1.0141,0.000091
111,1772,0,6525,118,0.982237,1,0.213571,1,0.786429,0.351971,0.985977,1.014222,0.000092
112,1772,0,6524,119,0.982086,1,0.213597,1,0.786403,0.352006,0.985859,1.014344,0.000093
113,1772,0,6523,120,0.981936,1,0.213623,1,0.786377,0.352041,0.98574,1.014467,0.000095
114,1772,0,6522,121,0.981785,1,0.213648,1,0.786352,0.352076,0.985621,1.014589,0.000095
115,1772,0,6520,123,0.981484,1,0.2137,1,0.7863,0.352146,0.985383,1.014834,0.000095
116,1772,0,6519,124,0.981334,1,0.213726,1,0.786274,0.352181,0.985264,1.014956,0.000095
117,1772,0,6518,125,0.981183,1,0.213752,1,0.786248,0.352216,0.985146,1.015078,0.000096
118,1772,0,6517,126,0.981033,1,0.213777,1,0.786223,0.352251,0.985027,1.015201,0.000096
119,1772,0,6516,127,0.980882,1,0.213803,1,0.786197,0.352286,0.984908,1.015323,0.000097
120,1772,0,6515,128,0.980732,1,0.213829,1,0.786171,0.352321,0.984789,1.015446,0.000097
121,1772,0,6514,129,0.980581,1,0.213855,1,0.786145,0.352356,0.98467,1.015568,0.000097
122,1772,0,6513,130,0.980431,1,0.213881,1,0.786119,0.352391,0.984551,1.015691,0.000098
123,1772,0,6512,131,0.98028,1,0.213906,1,0.786094,0.352426,0.984433,1.015814,0.000098
124,1772,0,6511,132,0.980129,1,0.213932,1,0.786068,0.352461,0.984314,1.015936,0.000099
125,1772,0,6510,133,0.979979,1,0.213958,1,0.786042,0.352497,0.984195,1.016059,0.0001
126,1772,0,6509,134,0.979828,1,0.213984,1,0.786016,0.352532,0.984076,1.016182,0.000101
127,1772,0,6508,135,0.979678,1,0.21401,1,0.78599,0.352567,0.983957,1.016304,0.000102
128,1772,0,6507,136,0.979527,1,0.214036,1,0.785964,0.352602,0.983838,1.016427,0.000103
129,1772,0,6506,137,0.979377,1,0.214061,1,0.785939,0.352637,0.98372,1.01655,0.000104
130,1772,0,6505,138,0.979226,1,0.214087,1,0.785913,0.352672,0.983601,1.016673,0.000104
131,1772,0,6504,139,0.979076,1,0.214113,1,0.785887,0.352707,0.983482,1.016796,0.000106
132,1772,0,6503,140,0.978925,1,0.214139,1,0.785861,0.352742,0.983363,1.016918,0.000107
133,1772,0,6502,141,0.978775,1,0.214165,1,0.785835,0.352777,0.983244,1.017041,0.00011
134,1772,0,6501,142,0.978624,1,0.214191,1,0.785809,0.352812,0.983125,1.017164,0.000112
135,1772,0,6500,143,0.978474,1,0.214217,1,0.785783,0.352847,0.983007,1.017287,0.000112
136,1772,0,6499,144,0.978323,1,0.214243,1,0.785757,0.352883,0.982888,1.01741,0.000112
137,1772,0,6480,163,0.975463,1,0.214736,1,0.785264,0.353551,0.98063,1.019753,0.000114
138,1772,0,6470,173,0.973958,1,0.214996,1,0.785004,0.353905,0.979441,1.02099,0.000114
139,1772,0,6469,174,0.973807,1,0.215022,1,0.784978,0.35394,0.979323,1.021114,0.000117
140,1772,0,6454,189,0.971549,1,0.215415,1,0.784585,0.354471,0.97754,1.022976,0.000118
141,1772,0,6453,190,0.971398,1,0.215441,1,0.784559,0.354506,0.977421,1.0231,0.000122
142,1772,0,6452,191,0.971248,1,0.215467,1,0.784533,0.354542,0.977302,1.023225,0.000122
143,1772,0,6451,192,0.971097,1,0.215493,1,0.784507,0.354577,0.977184,1.023349,0.000123
144,1772,0,6450,193,0.970947,1,0.215519,1,0.784481,0.354613,0.977065,1.023474,0.000124
145,1772,0,6429,214,0.967786,1,0.216071,1,0.783929,0.355359,0.974569,1.026094,0.000124
146,1772,0,6428,215,0.967635,1,0.216098,1,0.783902,0.355395,0.97445,1.02622,0.000124
147,1772,0,6427,216,0.967485,1,0.216124,1,0.783876,0.355431,0.974332,1.026345,0.000126
148,1772,0,6426,217,0.967334,1,0.21615,1,0.78385,0.355466,0.974213,1.02647,0.000126
149,1772,0,6425,218,0.967184,1,0.216177,1,0.783823,0.355502,0.974094,1.026595,0.000127
150,1772,0,6411,232,0.965076,1,0.216546,1,0.783454,0.356002,0.97243,1.028351,0.000128
151,1772,0,6410,233,0.964925,1,0.216573,1,0.783427,0.356038,0.972311,1.028477,0.000129
152,1772,0,6409,234,0.964775,1,0.216599,1,0.783401,0.356074,0.972193,1.028603,0.000131
153,1772,0,6408,235,0.964624,1,0.216626,1,0.783374,0.356109,0.972074,1.028729,0.000131
154,1772,0,6383,260,0.960861,1,0.21729,1,0.78271,0.357006,0.969103,1.031882,0.000132
155,1772,0,6382,261,0.960711,1,0.217317,1,0.782683,0.357042,0.968984,1.032009,0.000135
156,1772,0,6381,262,0.96056,1,0.217343,1,0.782657,0.357078,0.968865,1.032135,0.000136
157,1772,0,6380,263,0.960409,1,0.21737,1,0.78263,0.357114,0.968746,1.032262,0.000136
158,1772,0,6379,264,0.960259,1,0.217397,1,0.782603,0.35715,0.968627,1.032389,0.000138
159,1772,0,6378,265,0.960108,1,0.217423,1,0.782577,0.357186,0.968509,1.032515,0.000138
160,1772,0,6377,266,0.959958,1,0.21745,1,0.78255,0.357222,0.96839,1.032642,0.00014
161,1772,0,6359,284,0.957248,1,0.217931,1,0.782069,0.357871,0.966251,1.034928,0.00014
162,1772,0,6334,309,0.953485,1,0.218604,1,0.781396,0.358777,0.96328,1.03812,0.00014
163,1772,0,6333,310,0.953334,1,0.21863,1,0.78137,0.358813,0.963161,1.038248,0.00014
164,1772,0,6332,311,0.953184,1,0.218657,1,0.781343,0.35885,0.963042,1.038376,0.00014
165,1772,0,6309,334,0.949722,1,0.21928,1,0.78072,0.359687,0.960309,1.041332,0.000141
166,1772,0,6308,335,0.949571,1,0.219307,1,0.780693,0.359724,0.96019,1.04146,0.000143
167,1772,0,6307,336,0.94942,1,0.219334,1,0.780666,0.35976,0.960071,1.041589,0.000144
168,1772,0,6306,337,0.94927,1,0.219361,1,0.780639,0.359797,0.959952,1.041718,0.000145
169,1772,0,6305,338,0.949119,1,0.219388,1,0.780612,0.359833,0.959834,1.041847,0.000152
170,1772,0,6304,339,0.948969,1,0.219416,1,0.780584,0.35987,0.959715,1.041976,0.000152
